ner,label,count
a  month,DATE,1
Chestnuts,GPE,1
Hesse,PERSON,1
Gefen,PERSON,1
In NYC for .99c a pack,WORK_OF_ART,1
Jacks,WORK_OF_ART,1
chestnut lovers,ORG,1
hormel chili,PERSON,1
Galil Roasted Chestnuts,ORG,1
season!Give,NORP,1
50+ years,DATE,1
Beats,NORP,1
~61%,PERCENT,1
Great Mobile Applesauce,ORG,1
Beyond,FAC,1
DIY k-cup,FAC,1
this K-Kup,PERSON,1
Great rich cup,EVENT,1
Jackson square,FAC,1
Just about 9,CARDINAL,1
Bye Bye Starbucks - no,PERSON,1
the Easy Bold,PERSON,1
Keurig K Cup,PERSON,1
the MyK-Cup,EVENT,1
the Green Mountain Double Black Diamond,FAC,1
60 - 70,DATE,1
60 - 70,CARDINAL,1
the K Cup,EVENT,1
"Sept. 16, 2012",DATE,1
50 k-cups,QUANTITY,1
Tilly,ORG,1
PAINFULLY HOT,PRODUCT,1
Rave,PERSON,1
200 degree,QUANTITY,1
brownie,FAC,1
GFCF + Egg,ORG,1
18 minutes,TIME,1
North Central,LOC,1
Whole Foods/Sprouts/Market Street,ORG,1
Namaste,PERSON,1
Earthborn Holistic,PERSON,1
the Namaste Chocolate or Namaste Blonde Brownie,ORG,1
8 y,QUANTITY,1
brownie,ORG,1
the Gluten Free Pantry Chocolate,ORG,1
AWESOME BROWNIE MIX,PERSON,1
$1.50 - $2.00,MONEY,1
cup,EVENT,1
Green,LOC,1
Emril,ORG,1
GREAT TASTE GREAT COFFEE,ORG,1
Emeril Lagasse,ORG,1
EBEB,ORG,1
Hubby Loves,PERSON,1
Bold &,ORG,1
MLF,ORG,1
New Orlean's,LOC,1
16 oz cup,QUANTITY,1
only half a cup,CARDINAL,1
a K Cup,EVENT,1
Mix this half and half,DATE,1
Picual,ORG,1
Parmigiano Reggiano,PERSON,1
only 2 year old,DATE,1
the 6 year old,DATE,1
Tulleys,ORG,1
Great coffee & service,ORG,1
a week earlier,DATE,1
one week earlier,DATE,1
only 98,CARDINAL,1
Espresso Roast',WORK_OF_ART,1
AMZN CS,ORG,1
the Deidrich french Roast,ORG,1
2nd cup,FAC,1
"coffee""",ORG,1
11 oz) cup,QUANTITY,1
Gormet Coffee Big Easy Bold,ORG,1
These Emerils Gourmet Coffee,ORG,1
March 29,DATE,1
The Coffee People,WORK_OF_ART,1
Emerils,PERSON,1
Emerils Big Easy Bold,PRODUCT,1
another hour,TIME,1
Celiac's,ORG,1
"the ""Fudgiest Brownies",WORK_OF_ART,1
Irish Coffee's,ORG,1
Budweiser,PERSON,1
Foldiers,WORK_OF_ART,1
the Black Silk,FAC,1
The Best Commercial Dark and Strong Coffee,ORG,1
Xtra,ORG,1
Smooth & Delicious,ORG,1
COFFEE.For,PRODUCT,1
Plum,PRODUCT,1
wayyy tooo,ORG,1
Star Thistle,WORK_OF_ART,1
Idylewild,GPE,1
GOUT,PERSON,1
sugar!Give,ORG,1
DRY PACKET,ORG,1
16 hour,TIME,1
Black Silk,EVENT,1
Dunkin Donuts Coffee,PERSON,1
Folgers Coffee,ORG,1
Black Silk,WORK_OF_ART,1
Diedrich,PERSON,1
Surprise,PERSON,1
10.3,CARDINAL,1
Black Silk - Dark Roast,EVENT,1
Long Island,GPE,1
Latin Products,ORG,1
the Pure Pantry,ORG,1
Jimbo,ORG,1
Pure Pantry,ORG,1
The Pure Pantry,ORG,1
fire!!Oh,PERSON,1
Max 1,PERSON,1
DRY PACKET FOOD as POUCHES,ORG,1
BRIGHT,ORG,1
tasty brownie,PERSON,1
Nonni,ORG,1
Haba&ntilde;ero,PRODUCT,1
Purina Dental,PERSON,1
This Cat Food,WORK_OF_ART,1
OUCH,ORG,1
Chocolate Biscotti,WORK_OF_ART,1
Nonni,PERSON,1
Staples,ORG,1
only end of March,DATE,1
Calif Natural,ORG,1
California Natural no Grain,ORG,1
Ghiardhelli's,ORG,1
7000 feet,QUANTITY,1
yucchhh flour,PERSON,1
Pamela's Bakery,FAC,1
The Source,WORK_OF_ART,1
laffy taffy,PERSON,1
TreeofLife Magnesium,ORG,1
"Calcium, Iron, Potassium",ORG,1
Blackstrap Molasses,PERSON,1
Bladkstrap,ORG,1
Blackstrap Brer Rabbit,ORG,1
Brer Rabit,ORG,1
WRITE,ORG,1
55th,ORDINAL,1
Twinkie,ORG,1
Nurturme,PERSON,1
3 tbsp,QUANTITY,1
Mother & Baby,ORG,1
nearly two,CARDINAL,1
carrot,PERSON,1
six months old,DATE,1
raisins & walnuts,ORG,1
the ginger & peanut,ORG,1
my 4 p.m.,TIME,1
Sweet Whey,PERSON,1
the White Chocolate,ORG,1
chocolate!I,ORG,1
Natural & Artificial Flavor,ORG,1
Mono,ORG,1
Corn Syrup Solids,PERSON,1
Coconut Oil,PERSON,1
Archer,ORG,1
R. Elliott,PERSON,1
stores).Stephen,PERSON,1
Swiss Miss.,ORG,1
this Belgian Dark Chocolate,ORG,1
Nestle Rich Chocolate,ORG,1
my 4 year,DATE,1
Stephens Chocolate Raspberry,PERSON,1
110 dollars,MONEY,1
Fogbuster,ORG,1
Matcha,GPE,1
21 inch,QUANTITY,1
8 inches,QUANTITY,1
Guinea Pig Grass,PERSON,1
Pixy Stix,ORG,1
maui punch,GPE,1
about 8 inches,QUANTITY,1
my 8 year old,DATE,1
Willy Wonka,LOC,1
Pick Coffee Organic Breakfast Blend Whole Bean Coffee,ORG,1
about 7 years old,DATE,1
cinn,ORG,1
Jan. 2012,DATE,1
like two weeks,DATE,1
costco u,ORG,1
Jeremiahs Organic Breakfast Blend,ORG,1
Gluten Free,WORK_OF_ART,1
mug half,CARDINAL,1
12oz so,QUANTITY,1
Hot Candycane Cocoa,ORG,1
Kreg's Stately Mansions,WORK_OF_ART,1
Richer,PERSON,1
Mash,PERSON,1
Candycane,FAC,1
Mint Truffle,ORG,1
Candycane Cocoa,ORG,1
Church,ORG,1
80 seconds,TIME,1
last several months,DATE,1
Terry Merrill,PERSON,1
STEPHEN,NORP,1
57 cents,MONEY,1
Cherry Chocolate,ORG,1
Stephen,GPE,1
Serenity Now Cocoa,WORK_OF_ART,1
Divine Cocoa,WORK_OF_ART,1
Black Forest(Cherry,PRODUCT,1
Best Cherry Chocolate,ORG,1
Cocao,PERSON,1
Not Ghirardelli,PERSON,1
Chocolate Hazelnut,WORK_OF_ART,1
Rasp,PERSON,1
UT,GPE,1
at least 7,CARDINAL,1
Canadians,NORP,1
5-each,MONEY,1
13-each,MONEY,1
Chadwell Retail,ORG,1
the Cherry Chocolate,ORG,1
Peanut Butter Cup,PERSON,1
Stephens Hot Hazelnut Hot Chocolate,PERSON,1
Sprouts,GPE,1
1L,CARDINAL,1
less than $30,MONEY,1
Joyce Deuker,PERSON,1
Cheezy Craze,WORK_OF_ART,1
just over $1,MONEY,1
$4 - $6,MONEY,1
Chocaluah,WORK_OF_ART,1
Everclear,ORG,1
The Old Fashioned Ice Cream Cookbook,ORG,1
Cuisinart,ORG,1
chia seeds & sweetener,ORG,1
David Libovitz,PERSON,1
up to $11,MONEY,1
less than a fifth,TIME,1
6-10 dollars,MONEY,1
Ginger Ale,PRODUCT,1
Winchester,GPE,1
Lowers Blood,ORG,1
healthy & fun food,ORG,1
Whole Food 1,PRODUCT,1
1 scoop,QUANTITY,1
omega-3s,GPE,1
six month,DATE,1
Navitas Naturals,ORG,1
about 18 months ago,DATE,1
about 1 tablespoon,QUANTITY,1
Chocolate Almond Milk,LOC,1
Amazing Grass,PERSON,1
1/4 cup chia,MONEY,1
1 teaspoon,QUANTITY,1
6 am,QUANTITY,1
cacao nibs,PERSON,1
almost $20/lb,MONEY,1
12x,DATE,1
10-14#,MONEY,1
KY,GPE,1
Lexington,GPE,1
5-6 days,DATE,1
Ginger Beer,PERSON,1
a Xmas Party,ORG,1
Eveyone,PERSON,1
new years,DATE,1
Anthony Berg's,PERSON,1
Ethel M.'s,PERSON,1
0303,DATE,1
GourmetFoodStore,GPE,1
many days,DATE,1
Ruth,PERSON,1
the Royal Wedding of Prince William,FAC,1
Kate,PERSON,1
at least $60,MONEY,1
500ml(16.9,CARDINAL,1
soda or juice &lt;just,ORG,1
the Jim Beam,ORG,1
Liquor Filled Chocolates,PERSON,1
two day earlier,DATE,1
approximately one,CARDINAL,1
five minute,TIME,1
Sweet Leaf Stevia Extract,ORG,1
Stevia Extract,ORG,1
0.9,CARDINAL,1
SweetLeaf Stevia Extract,ORG,1
Sweetleaf,PRODUCT,1
little more than half,CARDINAL,1
coconut macaroon,PERSON,1
my 26 month year old,DATE,1
8.59,MONEY,1
my 16 month old,DATE,1
crunchy & tart,ORG,1
8+dollars,MONEY,1
6 1,CARDINAL,1
Olvatine,PERSON,1
the Chia Seeds,PERSON,1
Rhythm Superfoods,PERSON,1
Sangria Fresca,PRODUCT,1
Stride Forever Fruit,ORG,1
Pasty,GPE,1
20-30 seconds,TIME,1
2-3 minute,TIME,1
730mg,QUANTITY,1
22 month old,DATE,1
Always Mandarin,PERSON,1
brazilian,NORP,1
philippines,GPE,1
O.N.E,ORG,1
33.8,CARDINAL,1
4.34,MONEY,1
Vita Coco,PERSON,1
Forever Fruit,ORG,1
Trident Tropical Twist,PERSON,1
The morning,TIME,1
Fondarific Fondant,ORG,1
Fondarific Buttercream Fondant,ORG,1
Fondarific,GPE,1
Duff,PERSON,1
Fondarific,PRODUCT,1
an extra 3 hours,TIME,1
Michaels,PERSON,1
Packaging,PERSON,1
Orbit Fabulous Frutini,PRODUCT,1
Bonsai Packaging,ORG,1
the hundreds of dollars,MONEY,1
Stride,LOC,1
Forever Fruit',ORG,1
Mandarin,WORK_OF_ART,1
Orbit Citrus Mint,ORG,1
Amy & Brian,ORG,1
Laks,ORG,1
about $5.75,MONEY,1
Standard Cheese,PERSON,1
Gatorade,FAC,1
the Sunkist Fruit Gems,ORG,1
Chilli PickleIf,ORG,1
Skokie,PERSON,1
Oak Park,GPE,1
Skokie,GPE,1
Diamond Bakery,PERSON,1
37 weeks,DATE,1
Soda Crackers,PERSON,1
North Dakota,GPE,1
4 128,CARDINAL,1
some every day,DATE,1
Thanksgiving day,DATE,1
Tiki,PERSON,1
12-pack-33,CARDINAL,1
Amazon-Shipping=2,ORG,1
V.S.O.P.,GPE,1
nightly,TIME,1
Twelve,WORK_OF_ART,1
last 7 days,DATE,1
Kefirs,PERSON,1
Coconut Water Kefir,PERSON,1
1-2 days,DATE,1
Coconut Water - Love / Hate,PERSON,1
33.8 ounce,QUANTITY,1
Zola,PERSON,1
Von's/,FAC,1
ZICO,WORK_OF_ART,1
ZICO,PRODUCT,1
seller/,FAC,1
O.N.E,LOC,1
over 12 inches,QUANTITY,1
about 30-50 seconds,TIME,1
Hot Vanilla,PERSON,1
the very least :),TIME,1
AWESOMENESS,ORG,1
Miracle berry + lemons,PERSON,1
mBerry,ORG,1
only a couple minutes,TIME,1
Mberry Tabs,PERSON,1
one interesting night,TIME,1
Miracle Fruit,ORG,1
5-10 min,QUANTITY,1
Limes,ORG,1
About one minute,TIME,1
last a few hours,TIME,1
lemons juice,PERSON,1
roughly 1-1.5 hours,TIME,1
Miracle Berry Fruit,PERSON,1
approximately 20 min,QUANTITY,1
the first half a second,DATE,1
Cure,ORG,1
the Frooties mBerry,FAC,1
StumbleUpon,ORG,1
Pilsner,PRODUCT,1
Coors,ORG,1
Salt-vinegar,GPE,1
ketchup/mustard,ORG,1
one hour,TIME,1
2 minutes later,TIME,1
KEPT,ORG,1
the Miracle Berries,ORG,1
between one and three,CARDINAL,1
the Christmas Beers,ORG,1
about 15 to 20 minutes,TIME,1
$15 bucks,MONEY,1
mberry Miracle Fruit,PERSON,1
12/20,CARDINAL,1
War-Heads,ORG,1
18th,ORDINAL,1
Kopi Luak,GPE,1
4oz,ORDINAL,1
7.95,CARDINAL,1
6 inch,QUANTITY,1
Rao's Bakery,FAC,1
the same year,DATE,1
Civet,GPE,1
HARD AS CONCRETE,ORG,1
45 min to an hour,QUANTITY,1
Satin Ice,PERSON,1
7/2/12,CARDINAL,1
6/23/12,CARDINAL,1
Redo,PERSON,1
two-foot,QUANTITY,1
Bunko,ORG,1
almost 8 dollars,MONEY,1
more than,CARDINAL,1
Cap,PERSON,1
Smokey Flavor,ORG,1
BBQ Rub,PERSON,1
hungarian,NORP,1
Smoke,ORG,1
2 later,DATE,1
Marshal Creek,LOC,1
Mberry,ORG,1
Mary Magdelene,PERSON,1
The Tonight Show,WORK_OF_ART,1
Save Yourself,PERSON,1
"a ""Food Tripping Party",ORG,1
Ripley's Believe,WORK_OF_ART,1
ENTIRE,ORG,1
5-15%,PERCENT,1
CHIA,PERSON,1
Use Chia Seeds Daily,ORG,1
Werther's Original,ORG,1
about 3.5 to 4 minutes,TIME,1
late nights,DATE,1
at least 10 seconds,TIME,1
1:30,TIME,1
P.S. Lowrey's,PERSON,1
"Bacon Curls Microwave Pork Rinds,",ORG,1
the the other night,TIME,1
15-30 seconds,TIME,1
science,PERSON,1
"1min, 15 seconds",TIME,1
1000w,DATE,1
15 more seconds,TIME,1
the Hot & Spicy,ORG,1
at least 1100 watts,TIME,1
Lowry,PERSON,1
muslim,NORP,1
techie,NORP,1
up to 3 inches,QUANTITY,1
Ammonia,GPE,1
15.19,MONEY,1
Jeannie,PERSON,1
%40 percent,PERCENT,1
almost $3,MONEY,1
Two minutes,TIME,1
Monosodium Glutamate,PERSON,1
a few weeks &,DATE,1
south american,NORP,1
"July 26, 2012",DATE,1
Colleen Avey,PERSON,1
Lowrey's Hot and Spicy Pork Rinds,ORG,1
Lawrey,ORG,1
Frito Lay and Mission,PERSON,1
Cancel,PERSON,1
Y'all,ORG,1
Carribean,NORP,1
Mmmmm Mmmmm,PERSON,1
WARM FRESH PORK RINDS,PERSON,1
less than 90 seconds,TIME,1
the few minutes,TIME,1
1 and 1/2 minutes,TIME,1
less than 4,CARDINAL,1
Hard To Cook,PERSON,1
about one and a half,CARDINAL,1
2 MINUTES,TIME,1
Hooh Weee,PERSON,1
less than two minutes,TIME,1
garlic powder,ORG,1
1:00 to 2:00,TIME,1
marjoram,PERSON,1
UUUUUUUMMMMMMMMM,ORG,1
2)the,CARDINAL,1
Warm,PERSON,1
the Bacon Curls,ORG,1
Lowrey',ORG,1
about a minute and a half,TIME,1
The Food Channel,ORG,1
CAREFULLY,PERSON,1
the Super Bowl Party,ORG,1
about 70-90 seconds,TIME,1
longer than 20 seconds,TIME,1
Jeff Foxworthy,PERSON,1
the State Fair,ORG,1
these a few years ago,DATE,1
Lawry,ORG,1
just under $13.00,MONEY,1
1 minute 40 to 50 seconds,TIME,1
11/10,CARDINAL,1
stale & burn,ORG,1
Franks X-tra,PERSON,1
Bigbert,GPE,1
SNAP,ORG,1
ten minute,TIME,1
Spicy Chili,PERSON,1
later this week,DATE,1
Campbell Chunky Roadhouse Beef & Bean Chili,ORG,1
Dennisons,PERSON,1
Campbells,ORG,1
Chunky Chili,PERSON,1
my 45 years,DATE,1
the Chunk Chili,ORG,1
Werther's,ORG,1
Werther's for Valentines,ORG,1
The Florida Fredericks,ORG,1
a New Englander,LOC,1
1-04-10,DATE,1
WE GO,WORK_OF_ART,1
more than three dollars,MONEY,1
about 1:15,TIME,1
Deceptive,ORG,1
0g trans fat,QUANTITY,1
delivery day,DATE,1
3 or 4 days',DATE,1
Iris,ORG,1
valentine,PERSON,1
The Amita Peach Nectar,ORG,1
calorie[no,ORG,1
a rainy day,DATE,1
Movie Size,WORK_OF_ART,1
tom kha,PERSON,1
TastePadThai,ORG,1
I. Love,PERSON,1
Ripoff,ORG,1
48 ounces,QUANTITY,1
40 ounces,QUANTITY,1
NUKE,ORG,1
ABOUT 2-3,CARDINAL,1
the Food Network Channel,ORG,1
together!So,DATE,1
Lowrey's How n Spicy Bacon Curls,ORG,1
Beethoven,PERSON,1
My day,DATE,1
yadda yadda,PERSON,1
Shakespeare,PERSON,1
the past week,DATE,1
Theme Parks,ORG,1
Bacon Curls Microwave Pork Rinds,ORG,1
a 1000 watt,QUANTITY,1
5:30 minutes,TIME,1
BEING NEW,ORG,1
PAR,ORG,1
PRODUCT,ORG,1
FAIR,ORG,1
Quick Delivery,PERSON,1
Great Taste Small Price,ORG,1
900 watt,QUANTITY,1
the 1100 watt,QUANTITY,1
this 2nd,DATE,1
Microwave,PERSON,1
1:20,TIME,1
Ortega,PERSON,1
A minute and a half,TIME,1
1 minute and 20 seconds,TIME,1
Microwave,LOC,1
2 Minutes,TIME,1
Ten,CARDINAL,1
roughly six,CARDINAL,1
55 mg,QUANTITY,1
310 mg,QUANTITY,1
Contacted Lowrey's,ORG,1
Vineger,PRODUCT,1
Yummmy,ORG,1
15yrs,DATE,1
last 4,DATE,1
Organic Similac,ORG,1
the Premixed Similac Organic,PRODUCT,1
Abbott labs,PERSON,1
about 32 ounces,QUANTITY,1
farther than 36 hours,TIME,1
enough!Price,PERSON,1
2.0,CARDINAL,1
almost 5 months,DATE,1
August 11,DATE,1
Taylors Market,FAC,1
St. Petersburg,GPE,1
Finnish,NORP,1
St Petersburg,GPE,1
March 27th,DATE,1
1 month old,DATE,1
Babys,PERSON,1
Steve Baker,PERSON,1
Pathetic,ORG,1
the Easter Bunny,FAC,1
5 &,PERCENT,1
Centipede,PERSON,1
VILE,PERSON,1
Rotten Egg,PERSON,1
GREAT party,ORG,1
our month old,DATE,1
Amazn,ORG,1
another 24 hours,TIME,1
4 1/2 months,DATE,1
8/29/10,CARDINAL,1
three and a half weeks later,DATE,1
the first 5 weeks,DATE,1
Ive,PERSON,1
the Earth Mama Angel Baby,LOC,1
36 weeks,DATE,1
only 12 weeks,DATE,1
late nights,TIME,1
que tiene,PERSON,1
Kreation,ORG,1
like $6,MONEY,1
at least c hundred,CARDINAL,1
prune,GPE,1
the next minute,TIME,1
Navitas Naturals Chia,PERSON,1
day 4,DATE,1
yummy.or,FAC,1
Cha Cha Cha,PERSON,1
14.83,MONEY,1
16.24,MONEY,1
2 mailing days,DATE,1
around $9.50,MONEY,1
el cierre del empaque es,ORG,1
los,ORG,1
Muy buen producto,PERSON,1
STICK,ORG,1
Natural Energy,ORG,1
Banana Bran,PRODUCT,1
at least three months,DATE,1
Nativa,PERSON,1
many months ago,DATE,1
BBQ Oysters,ORG,1
Pt Reyes,PERSON,1
the Wilton Cookies and Cream Brownie Crunch,LAW,1
Baby Organic Heartburn Tea,PRODUCT,1
Limited Relief,ORG,1
29 weeks',DATE,1
Papaya Enzymes,PERSON,1
Day 2,DATE,1
thirteen-year-old,DATE,1
93 year old,DATE,1
Walmartand,GPE,1
MN,LOC,1
Airtight,PERSON,1
Cook Times Vary,ORG,1
min./sec,CARDINAL,1
Pork Rind,WORK_OF_ART,1
Lowerys,ORG,1
Nom,ORG,1
microwave,ORG,1
Non-Chili,NORP,1
Leavenworth,GPE,1
Commissory,FAC,1
the Kansas City Area,GPE,1
Lowrey's Pork Rinds,ORG,1
2 min and 20 seconds,QUANTITY,1
4-6 minutes,TIME,1
2:15,TIME,1
about 2 min,QUANTITY,1
"""TASTE",PERSON,1
more than 20 years,DATE,1
2 min 30,CARDINAL,1
2 1/2 minutes,TIME,1
"G.E. 1,000",QUANTITY,1
The Lowrey's,ORG,1
almost two minutes,TIME,1
some last night,TIME,1
20+ years ago,DATE,1
900W,CARDINAL,1
18).Pork,CARDINAL,1
1 minute 30 seconds,TIME,1
A minute twenty seconds,TIME,1
Less than 4,CARDINAL,1
Gucamole,PERSON,1
Mine,GPE,1
central america,LOC,1
tasty & good,ORG,1
Lowery Microwave,ORG,1
Healthy Flavoring Alternative,PERSON,1
the White House,FAC,1
only $12,MONEY,1
San-J,GPE,1
Miso-cup,PRODUCT,1
Less than half,CARDINAL,1
Miso Cup,PERSON,1
Miso & ginger,ORG,1
Fred's,ORG,1
zetia,PERSON,1
187,CARDINAL,1
SEEDS,ORG,1
This Stuff Tastes,ORG,1
about 30 years,DATE,1
Subsribe,ORG,1
the White House,ORG,1
Jamaican Mountain Blue Coffee,ORG,1
Ocho Rios,ORG,1
Blue Mountain Coffer,ORG,1
$15,MONEY,1
3 16,CARDINAL,1
"December 26, 2008",DATE,1
105,MONEY,1
Blue Mtn,ORG,1
about 6 pounds,QUANTITY,1
about $14,MONEY,1
Waldenford,GPE,1
mutha,PERSON,1
the mac-n-cheese,ORG,1
VIOLA,ORG,1
Velveeta,ORG,1
close to $4.00,MONEY,1
max cat,PERSON,1
innova,PERSON,1
less than $1.29,MONEY,1
Pan Ducale Almond Biscotti,PERSON,1
columbian,NORP,1
Folgers,NORP,1
12 cup,MONEY,1
NEVER USED,ORG,1
Patty Shells,PERSON,1
Lettieri Prato Belli Cantuccini Almond Cookies,ORG,1
3 or 4 inches,QUANTITY,1
about $1 per cup,MONEY,1
an inch and a half,QUANTITY,1
LOVE Bravo's,ORG,1
nail deco,PERSON,1
adult deco,PERSON,1
roe,LAW,1
100 grams,QUANTITY,1
May 20th of this year 2011,DATE,1
less than $1/cup,MONEY,1
the Butterfinger Crisp,PRODUCT,1
Koma Unwind,PERSON,1
6/2011,CARDINAL,1
Alfredo,FAC,1
Stroganoff,NORP,1
this last night,TIME,1
our 18 month old,DATE,1
the Marinated Morsels,PERSON,1
12 hour,TIME,1
9.95,CARDINAL,1
Caribbean Joy coconut,PERSON,1
WE LOVE JAMAICAN ME CRAZY,ORG,1
Alps,LOC,1
Gruyere,PERSON,1
Quaker Instant Oatmeal Bakery,ORG,1
Cinnamon Roll & Banana Bread,ORG,1
Nescafe Mountain,ORG,1
over twenty years,DATE,1
Terrific Decaf Tea,PERSON,1
Plasmon,GPE,1
7 and 8 years old,DATE,1
Salcha,PRODUCT,1
Derbyshire,PERSON,1
"Elegant & English"" Honey & Almond All-Butter",ORG,1
Ashbourne,GPE,1
Artisan Biscuits,PERSON,1
Milupa,PERSON,1
Manchester,GPE,1
Mellin,PERSON,1
almost three,CARDINAL,1
one year olds,DATE,1
5-6 dollars,MONEY,1
a Himalayan Dog Chew,WORK_OF_ART,1
Italian Food Market & Deli,ORG,1
Brood Matrons,ORG,1
about 24 hours,TIME,1
Charleston,GPE,1
Impress,ORG,1
Valentines Day,LOC,1
Instructions,ORG,1
20 cent,MONEY,1
Nong Shim Shin Noodle Ramyun,PERSON,1
this Ghirardelli Mint Dark Chocolate,ORG,1
This Ghirardelli Mint Dark Chocolate,ORG,1
Sidarta Tanu,PERSON,1
previous years,DATE,1
five feet,QUANTITY,1
The Grove,FAC,1
5.95,MONEY,1
Andrew Weil,PERSON,1
this 4 years ago,DATE,1
St. Claire's,GPE,1
Butterfinger Crisps,PRODUCT,1
Academia Barilla Extra Virgin Olive Oil,ORG,1
mongolian,NORP,1
Light Keemun,PERSON,1
La Bandarita,PERSON,1
one per month,DATE,1
German,LANGUAGE,1
China Bistro,PERSON,1
Great Mongolian,NORP,1
Elecare,PERSON,1
80 degree,QUANTITY,1
English Mastiff,WORK_OF_ART,1
Black Mouth Cur,PRODUCT,1
a Purina Busy Bone,PERSON,1
Purina Busy Bone - A Lethal Product,PERSON,1
2 ½ year-old,DATE,1
Greta,PERSON,1
December 3rd,DATE,1
December 7th,DATE,1
the 1990s,DATE,1
Arsenic Free,WORK_OF_ART,1
my third week,DATE,1
16 year,DATE,1
a day first in the morning,DATE,1
last at night,TIME,1
PH,ORG,1
Baking Soda,GPE,1
Arm & Hammer's,ORG,1
Beluga,GPE,1
august,DATE,1
about 14 to 15,CARDINAL,1
approximately 45,CARDINAL,1
Heirloom Beluga,PERSON,1
Westbrae Brand,ORG,1
belugas,GPE,1
"February 25, 2011",DATE,1
the Purina Busy Bone,FAC,1
the Purina Busy Bone,ORG,1
NutriSentials Lean Treats,ORG,1
Catswell,ORG,1
Healthy Cat Treats,PERSON,1
him.(p.s,GPE,1
Wellness Pure Delights,ORG,1
as little as a few days,CARDINAL,1
Goldie Loves,PERSON,1
Lean Treats,PERSON,1
Haired Pointer,PERSON,1
Healthy Treat,PERSON,1
Milk Bone,ORG,1
1923,DATE,1
the Curtiss Candy Company,ORG,1
Butterfingers,PERSON,1
The Butterfinger Crisp,PERSON,1
2 yr old cat,QUANTITY,1
the Whiskas Temptations,ORG,1
Wellness,LOC,1
Annabelle,PERSON,1
4.99,CARDINAL,1
Heidi,ORG,1
14 week old,DATE,1
Scottish Fold,PERSON,1
over 50%,PERCENT,1
about 1 hour,TIME,1
about 15-20 minutes,TIME,1
the Busy Bone's ',ORG,1
only last 5 minutes,TIME,1
goop,PERSON,1
Almost 5,CARDINAL,1
Busy Bone,PRODUCT,1
a good hour,TIME,1
Sicilian,NORP,1
my 66 years,DATE,1
choice).as,FAC,1
the Review Starflakes,ORG,1
around $1.80,MONEY,1
Yummy Cheesecake Dessert,PERSON,1
many weeks,DATE,1
Newt Gingrich,PERSON,1
Vicki,NORP,1
Mayenberg,PERSON,1
Yummy Goat's,PERSON,1
Jell-o No Bake Cheesecake,ORG,1
the first 2 years,DATE,1
Great Dog Food Additive,ORG,1
Meyeberg,GPE,1
it.amazon,ORG,1
Vit,PERSON,1
meyenberg,PERSON,1
"April 8,2011",DATE,1
only 3 months,DATE,1
Harmony valley,LOC,1
Hanover,GPE,1
V-8 juice,PERSON,1
mary lou,PERSON,1
Gorgonzola,ORG,1
Pamela's Baking and Pancake Mix,PERSON,1
just over $50,MONEY,1
Seuss,PERSON,1
my 3 and 5 year old,DATE,1
136,MONEY,1
Laughing Cow Lite Cheese,WORK_OF_ART,1
On the Go,WORK_OF_ART,1
:),PERSON,1
David Klein,PERSON,1
Jelly Belly,WORK_OF_ART,1
Pomegranate,ORG,1
the early weeks,DATE,1
goat,GPE,1
5mo,ORDINAL,1
Rx,PERSON,1
Blender Bottle,PERSON,1
Man Chowder Dairy,PERSON,1
Bullsburg Creamery,PERSON,1
Goat Coat,PERSON,1
age of 94,DATE,1
40,DATE,1
Cow,PERSON,1
metropolitian,NORP,1
WARM,ORG,1
meyenberg,GPE,1
raw goat,PERSON,1
late hours,TIME,1
Sear,PERSON,1
the first 7 months,DATE,1
Goat Milk - Yum,PERSON,1
17 months,DATE,1
45 seconds,TIME,1
Powdered Goat's,PERSON,1
ya que las demas,PERSON,1
mis hijos,PERSON,1
tipo de leche para,ORG,1
El,ORG,1
around 6 months,DATE,1
Cow,ORG,1
6 months of age,DATE,1
8mos,CARDINAL,1
more than 24,CARDINAL,1
luv my Amazon,PERSON,1
3 weeks ago,DATE,1
the first 7 days,DATE,1
Clydesdale/Quarter Horse cross,ORG,1
v8,PRODUCT,1
Veggie,ORG,1
Academia Barilla,ORG,1
yummy crunch,GPE,1
Wolfgang  ,ORG,1
White & Wild Rice Soup,ORG,1
over 3 bucks,MONEY,1
32.28,MONEY,1
Win WIN,PERSON,1
a 30 minutes ago,TIME,1
the 53%,PERCENT,1
Campbell's,ORG,1
53% percent,PERCENT,1
Chocolate Expert,WORK_OF_ART,1
Curry Ket,PERSON,1
1500 mile,QUANTITY,1
36 hours,TIME,1
The Best Energy Drink Out,ORG,1
Puck Organic Chicken,ORG,1
WHITE CHOCOLATE,ORG,1
Great product!I,ORG,1
Raley,PERSON,1
coloring=,CARDINAL,1
only 10%,PERCENT,1
Love,GPE,1
Lentils,PERSON,1
about 7.5,CARDINAL,1
Super Food,ORG,1
Kinetic,PERSON,1
Very Fresh,WORK_OF_ART,1
Living,PERSON,1
Arcata,GPE,1
"the ""Great Arcata",FAC,1
Kinetic Kraziness,PERSON,1
Ferndale World Championship Cross-Country Kinetic Sculpture,ORG,1
QFC,ORG,1
4 or 5 hours per night,TIME,1
the tea one day,DATE,1
Celebration Herbals,ORG,1
Meatless Meatballs,PERSON,1
The 1st few days,DATE,1
Taco Salad,GPE,1
Harmony Valley,PERSON,1
Meatless Mondays,ORG,1
Salisbury Steak,GPE,1
Hamburgers,ORG,1
Vegi,ORG,1
